"Beach ID
(Def.)","Beach Name
(Def.)","Station
ID
(Def.)","Station Name
(Def.)","County
Name
(Def.)","Identifier
(Def.)","Start
Date
(Def.)","Start
Time
(Def.)","Zone
Code
(Def.)","Activity
Type
Code
(Def.)","Characteristic
Name
(Def.)","Result Value
Text
(Def.)","Result
Value
(Def.)","Result
Measure
Unit","Result Comment
(Def.)","Activity
Depth
Value
(Def.)","Activity
Depth
Unit
Code
(Def.)","Result
Analytical
Method
Identifier
Context
(Def.)","Result
Analytical
Method
Identifier
(Def.)","Result
Analytical
Method
Name
(Def.)","Sample Collection
Method Identifier
(Def.)","Sample Collection
Method Name
(Def.)","Field Gear
(Def.)","Analysis
Date
Time
(Def.)","Detection
Quantitation
Limit
(Def.)",Latitude,Longitude
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202211071332:FM,07-Nov-22,1:32:00 PM,PST,Field Msr/Obs,Enterococcus,-,282,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,11-08-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202211071332:FM,07-Nov-22,1:32:00 PM,PST,Field Msr/Obs,Conductivity,-,205,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,11-07-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202211071332:FM,07-Nov-22,1:32:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,11-07-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271558:QRM,27-Oct-22,3:58:00 PM,PST,Quality Control Field Replicate Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,10-27-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271558:QRM,27-Oct-22,3:58:00 PM,PST,Quality Control Field Replicate Msr/Obs,"Temperature, water",-,12.2,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,10-27-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271558:QRM,27-Oct-22,3:58:00 PM,PST,Quality Control Field Replicate Msr/Obs,Conductivity,-,203,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,10-27-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271558:QRM,27-Oct-22,3:58:00 PM,PST,Quality Control Field Replicate Msr/Obs,Enterococcus,-,98,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,10-28-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271557:FM,27-Oct-22,3:57:00 PM,PST,Field Msr/Obs,Conductivity,-,203,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,10-27-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271557:FM,27-Oct-22,3:57:00 PM,PST,Field Msr/Obs,Enterococcus,-,122,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,10-28-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271557:FM,27-Oct-22,3:57:00 PM,PST,Field Msr/Obs,"Temperature, water",-,12.1,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,10-27-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210271557:FM,27-Oct-22,3:57:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,10-27-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210241345:FM,24-Oct-22,1:45:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,10-24-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210241345:FM,24-Oct-22,1:45:00 PM,PST,Field Msr/Obs,"Temperature, water",-,11.1,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,10-24-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210241345:FM,24-Oct-22,1:45:00 PM,PST,Field Msr/Obs,Conductivity,-,173,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,10-24-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210241345:FM,24-Oct-22,1:45:00 PM,PST,Field Msr/Obs,Enterococcus,-,556,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,10-25-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210101324:FM,10-Oct-22,1:24:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,10-10-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210101324:FM,10-Oct-22,1:24:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,10-11-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210101324:FM,10-Oct-22,1:24:00 PM,PST,Field Msr/Obs,"Temperature, water",-,13.3,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,10-10-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202210101324:FM,10-Oct-22,1:24:00 PM,PST,Field Msr/Obs,Conductivity,-,131,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,10-10-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209261359:FM,26-Sep-22,1:59:00 PM,PST,Field Msr/Obs,Enterococcus,-,10,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-27-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209261359:FM,26-Sep-22,1:59:00 PM,PST,Field Msr/Obs,Conductivity,-,135,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,09-26-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209261359:FM,26-Sep-22,1:59:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-26-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209261359:FM,26-Sep-22,1:59:00 PM,PST,Field Msr/Obs,"Temperature, water",-,14.2,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-26-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209061314:FM,06-Sep-22,1:14:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-06-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209061314:FM,06-Sep-22,1:14:00 PM,PST,Field Msr/Obs,Conductivity,-,136,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,09-06-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209061314:FM,06-Sep-22,1:14:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-07-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202209061314:FM,06-Sep-22,1:14:00 PM,PST,Field Msr/Obs,"Temperature, water",-,14.7,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-06-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208291305:FM,29-Aug-22,1:05:00 PM,PST,Field Msr/Obs,Enterococcus,-,20,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-30-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208291305:FM,29-Aug-22,1:05:00 PM,PST,Field Msr/Obs,Conductivity,-,136,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,08-29-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208291305:FM,29-Aug-22,1:05:00 PM,PST,Field Msr/Obs,Salinity,-,0.2,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-29-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208291305:FM,29-Aug-22,1:05:00 PM,PST,Field Msr/Obs,"Temperature, water",-,17.3,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-29-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208221352:FM,22-Aug-22,1:52:00 PM,PST,Field Msr/Obs,"Temperature, water",-,15.9,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-22-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208221352:FM,22-Aug-22,1:52:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-22-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208221352:FM,22-Aug-22,1:52:00 PM,PST,Field Msr/Obs,Conductivity,-,138,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,08-22-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208221352:FM,22-Aug-22,1:52:00 PM,PST,Field Msr/Obs,Enterococcus,-,62,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-23-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208011321:FM,01-Aug-22,1:21:00 PM,PST,Field Msr/Obs,Enterococcus,-,10,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-02-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208011321:FM,01-Aug-22,1:21:00 PM,PST,Field Msr/Obs,Conductivity,-,149,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,08-01-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208011321:FM,01-Aug-22,1:21:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-01-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202208011321:FM,01-Aug-22,1:21:00 PM,PST,Field Msr/Obs,"Temperature, water",-,14.9,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-01-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207251344:FM,25-Jul-22,1:44:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,07-25-2022,Minimum Reporting Level~0.1~ppth,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207251344:FM,25-Jul-22,1:44:00 PM,PST,Field Msr/Obs,"Temperature, water",-,15.1,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,07-25-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207251344:FM,25-Jul-22,1:44:00 PM,PST,Field Msr/Obs,Conductivity,-,164,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,07-25-2022,Minimum Reporting Level~1~umho/cm,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207251344:FM,25-Jul-22,1:44:00 PM,PST,Field Msr/Obs,Enterococcus,-,110,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,07-26-2022,Minimum Reporting Level~10~MPN/100mL,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207061347:FM,06-Jul-22,1:47:00 PM,PST,Field Msr/Obs,"Temperature, water",-,14.7,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,07-06-2022,Minimum Reporting Level~-10~deg C,,
OR277842,CANNON BEACH,34608-ORDEQ,Ecola Court pipe at Gower Street discharge to Cannon Beach,CLATSOP,34608-ORDEQ:202207061347:FM,06-Jul-22,1:47:00 PM,PST,Field Msr/Obs,Enterococcus,-,31,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,07-07-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209261224:FM,26-Sep-22,12:24:00 PM,PST,Field Msr/Obs,"Temperature, water",-,14.1,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-26-2022,Minimum Reporting Level~-10~deg C,46.00656,-123.929641
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209261224:FM,26-Sep-22,12:24:00 PM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-26-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209261224:FM,26-Sep-22,12:24:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-27-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209061157:FM,06-Sep-22,11:57:00 AM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-07-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209061157:FM,06-Sep-22,11:57:00 AM,PST,Field Msr/Obs,"Temperature, water",-,14.7,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-06-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202209061157:FM,06-Sep-22,11:57:00 AM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-06-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208291128:FM,29-Aug-22,11:28:00 AM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-30-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208291128:FM,29-Aug-22,11:28:00 AM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-29-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208291128:FM,29-Aug-22,11:28:00 AM,PST,Field Msr/Obs,"Temperature, water",-,14.6,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-29-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208221222:FM,22-Aug-22,12:22:00 PM,PST,Field Msr/Obs,Salinity,-,30,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-22-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208221222:FM,22-Aug-22,12:22:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-23-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208221222:FM,22-Aug-22,12:22:00 PM,PST,Field Msr/Obs,"Temperature, water",-,19.1,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-22-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208011114:FM,01-Aug-22,11:14:00 AM,PST,Field Msr/Obs,"Temperature, water",-,13.8,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-01-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208011114:FM,01-Aug-22,11:14:00 AM,PST,Field Msr/Obs,Salinity,-,31,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-01-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202208011114:FM,01-Aug-22,11:14:00 AM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-02-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207251154:FM,25-Jul-22,11:54:00 AM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,07-26-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207251154:FM,25-Jul-22,11:54:00 AM,PST,Field Msr/Obs,"Temperature, water",-,13.9,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,07-25-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207251154:FM,25-Jul-22,11:54:00 AM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,07-25-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207061520:FM,06-Jul-22,3:20:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,07-07-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207061520:FM,06-Jul-22,3:20:00 PM,PST,Field Msr/Obs,Salinity,-,24,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,07-06-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202207061520:FM,06-Jul-22,3:20:00 PM,PST,Field Msr/Obs,"Temperature, water",-,17.7,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,07-06-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206271235:FM,27-Jun-22,12:35:00 PM,PST,Field Msr/Obs,"Temperature, water",-,15.9,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,06-27-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206271235:FM,27-Jun-22,12:35:00 PM,PST,Field Msr/Obs,Salinity,-,26,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,06-27-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206271235:FM,27-Jun-22,12:35:00 PM,PST,Field Msr/Obs,Enterococcus,-,41,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,06-28-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206211140:FM,21-Jun-22,11:40:00 AM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,06-22-2022,Minimum Reporting Level~10~MPN/100mL,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206211140:FM,21-Jun-22,11:40:00 AM,PST,Field Msr/Obs,Salinity,-,26,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,06-21-2022,Minimum Reporting Level~0.1~ppth,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202206211140:FM,21-Jun-22,11:40:00 AM,PST,Field Msr/Obs,"Temperature, water",-,15.6,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,06-21-2022,Minimum Reporting Level~-10~deg C,,
OR329442,SEASIDE BEACH,29394-ORDEQ,Seaside Beach at U Avenue,CLATSOP,29394-ORDEQ:202205231500:FM,23-May-22,3:00:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,05-24-2022,Minimum Reporting Level~10~MPN/100mL,,
